,airline,date_of_journey,departure_city,departure_time,reaching_time,stops,destination_city,journey_time,others,ticket fare
1258,Air India,"Sat, 5 Feb",Bangalore,10:25,18:00,2 Stop(s),Mumbai,7h 35m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1259,Air India,"Sat, 5 Feb",Bangalore,13:20,21:15,1 Stop,Mumbai,7h 55m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1260,Air India,"Sat, 5 Feb",Bangalore,13:20,22:10,1 Stop,Mumbai,8h 50m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1261,Air India,"Sat, 5 Feb",Bangalore,10:25,20:00,1 Stop,Mumbai,9h 35m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1262,Air India,"Sat, 5 Feb",Bangalore,10:25,21:15,1 Stop,Mumbai,10h 50m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1263,Air India,"Sat, 5 Feb",Bangalore,10:25,22:10,1 Stop,Mumbai,11h 45m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1264,Air India,"Sat, 5 Feb",Bangalore,21:00,"09:05
+ 1 day",1 Stop,Mumbai,12h 05m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1265,Air India,"Sat, 5 Feb",Bangalore,21:00,"10:10
+ 1 day",1 Stop,Mumbai,13h 10m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1266,Vistara,"Sat, 5 Feb",Bangalore,08:00,14:00,1 Stop,Mumbai,6h 00m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1267,Vistara,"Sat, 5 Feb",Bangalore,11:30,17:40,1 Stop,Mumbai,6h 10m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1268,Vistara,"Sat, 5 Feb",Bangalore,07:00,14:00,1 Stop,Mumbai,7h 00m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1269,Vistara,"Sat, 5 Feb",Bangalore,08:00,16:30,1 Stop,Mumbai,8h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1270,Vistara,"Sat, 5 Feb",Bangalore,11:30,20:05,1 Stop,Mumbai,8h 35m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1271,Vistara,"Sat, 5 Feb",Bangalore,07:00,16:30,1 Stop,Mumbai,9h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1272,Vistara,"Sat, 5 Feb",Bangalore,08:00,17:40,1 Stop,Mumbai,9h 40m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1273,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:15,1 Stop,Mumbai,9h 45m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1274,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:00,1 Stop,Mumbai,10h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1275,Air India,"Sat, 5 Feb",Bangalore,06:30,20:00,2 Stop(s),Mumbai,13h 30m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1276,Air India,"Sat, 5 Feb",Bangalore,06:30,21:15,2 Stop(s),Mumbai,14h 45m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1277,Air India,"Sat, 5 Feb",Bangalore,06:30,21:35,3 Stop(s),Mumbai,15h 05m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1278,Air India,"Sat, 5 Feb",Bangalore,06:30,22:10,2 Stop(s),Mumbai,15h 40m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1279,Air India,"Sat, 5 Feb",Bangalore,19:00,"16:35
+ 1 day",1 Stop,Mumbai,21h 35m,"Flight Details
Free Meal
Emissions: 246 Kg CO2
eCash 250","11,689"
1280,Go First,"Sat, 5 Feb",Bangalore,15:45,"00:40
+ 1 day",2 Stop(s),Mumbai,8h 55m,"Flight Details
eCash 250","12,920"
1281,Air India,"Sat, 5 Feb",Bangalore,07:55,"20:00
+ 1 day",2 Stop(s),Mumbai,36h 05m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1282,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:15
+ 1 day",2 Stop(s),Mumbai,37h 20m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1283,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:35
+ 1 day",3 Stop(s),Mumbai,37h 40m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1284,Air India,"Sat, 5 Feb",Bangalore,07:55,"22:10
+ 1 day",2 Stop(s),Mumbai,38h 15m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1285,Go First,"Sat, 5 Feb",Bangalore,09:15,17:00,1 Stop,Mumbai,7h 45m,"Flight Details
eCash 250","13,630"
1286,Air India,"Sat, 5 Feb",Bangalore,10:25,"16:25
+ 1 day",3 Stop(s),Mumbai,30h 00m,"Flight Details
Free Meal
Emissions: 846 Kg CO2
eCash 250","13,752"
1287,Air India,"Sat, 5 Feb",Bangalore,06:10,"16:25
+ 1 day",3 Stop(s),Mumbai,34h 15m,"Flight Details
Free Meal
Emissions: 846 Kg CO2
eCash 250","13,752"
1288,Air India,"Sat, 5 Feb",Bangalore,13:20,"17:25
+ 1 day",2 Stop(s),Mumbai,28h 05m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1289,Air India,"Sat, 5 Feb",Bangalore,10:25,"17:25
+ 1 day",2 Stop(s),Mumbai,31h 00m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1290,Air India,"Sat, 5 Feb",Bangalore,06:10,"17:25
+ 1 day",2 Stop(s),Mumbai,35h 15m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1291,Air India,"Sat, 5 Feb",Bangalore,06:10,17:50,2 Stop(s),Mumbai,11h 40m,"Flight Details
Free Meal
Emissions: 608 Kg CO2
eCash 250","14,422"
1292,Air India,"Sat, 5 Feb",Bangalore,07:55,"09:05
+ 1 day",2 Stop(s),Mumbai,25h 10m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1293,Air India,"Sat, 5 Feb",Bangalore,07:55,"10:10
+ 1 day",2 Stop(s),Mumbai,26h 15m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1294,Air India,"Sat, 5 Feb",Bangalore,07:55,"11:15
+ 1 day",2 Stop(s),Mumbai,27h 20m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1295,Air India,"Sat, 5 Feb",Bangalore,07:55,"20:00
+ 1 day",2 Stop(s),Mumbai,36h 05m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1296,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:35
+ 1 day",3 Stop(s),Mumbai,37h 40m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1297,Vistara,"Sat, 5 Feb",Bangalore,08:00,18:20,2 Stop(s),Mumbai,10h 20m,"Flight Details
No Meal Fare
Emissions: 810 Kg CO2
eCash 250","14,871"
1298,Vistara,"Sat, 5 Feb",Bangalore,07:00,18:20,2 Stop(s),Mumbai,11h 20m,"Flight Details
No Meal Fare
Emissions: 810 Kg CO2
eCash 250","14,871"
1299,Vistara,"Sat, 5 Feb",Bangalore,11:30,20:05,2 Stop(s),Mumbai,8h 35m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1300,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:15,2 Stop(s),Mumbai,9h 45m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1301,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:00,2 Stop(s),Mumbai,10h 30m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1302,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:50,2 Stop(s),Mumbai,11h 20m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1303,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:35,1 Stop,Mumbai,10h 05m,"Flight Details
No Meal Fare
Emissions: 696 Kg CO2
eCash 250","16,309"
1304,Air India,"Sat, 5 Feb",Bangalore,12:50,"17:50
+ 1 day",1 Stop,Mumbai,29h 00m,"Flight Details
Free Meal
Emissions: 661 Kg CO2
eCash 250","16,340"
1305,Air India,"Sat, 5 Feb",Bangalore,21:00,"17:25
+ 1 day",2 Stop(s),Mumbai,20h 25m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","16,428"
1306,Air India,"Sat, 5 Feb",Bangalore,06:30,17:25,2 Stop(s),Mumbai,10h 55m,"Flight Details
Free Meal
Emissions: 685 Kg CO2
eCash 250","17,359"
1307,Air India,"Sat, 5 Feb",Bangalore,12:50,"17:50
+ 1 day",3 Stop(s),Mumbai,29h 00m,"Flight Details
Free Meal
Emissions: 656 Kg CO2
eCash 250","21,244"
1308,Go First,"Sat, 5 Feb",Bangalore,05:45,07:20,Non Stop,Mumbai,1h 35m,"Flight Details
eCash 250","5,177"
1309,Go First,"Sat, 5 Feb",Bangalore,08:10,09:50,Non Stop,Mumbai,1h 40m,"Flight Details
eCash 250","5,177"
1310,Go First,"Sat, 5 Feb",Bangalore,20:00,21:50,Non Stop,Mumbai,1h 50m,"Flight Details
eCash 250","5,177"
1311,Go First,"Sat, 5 Feb",Bangalore,15:45,19:40,1 Stop,Mumbai,3h 55m,"Flight Details
eCash 250","5,177"
1312,Go First,"Sat, 5 Feb",Bangalore,18:50,"02:00
+ 1 day",1 Stop,Mumbai,7h 10m,"Flight Details
eCash 250","5,177"
1313,Go First,"Sat, 5 Feb",Bangalore,07:20,16:35,1 Stop,Mumbai,9h 15m,"Flight Details
eCash 250","5,177"
1314,Go First,"Sat, 5 Feb",Bangalore,15:45,"01:20
+ 1 day",1 Stop,Mumbai,9h 35m,"Flight Details
eCash 250","5,177"
1315,Go First,"Sat, 5 Feb",Bangalore,07:20,17:15,1 Stop,Mumbai,9h 55m,"Flight Details
eCash 250","5,177"
1316,Go First,"Sat, 5 Feb",Bangalore,20:00,"07:45
+ 1 day",1 Stop,Mumbai,11h 45m,"Flight Details
eCash 250","5,177"
1317,Go First,"Sat, 5 Feb",Bangalore,20:55,"09:10
+ 1 day",1 Stop,Mumbai,12h 15m,"Flight Details
eCash 250","5,177"
1318,Go First,"Sat, 5 Feb",Bangalore,07:20,20:25,1 Stop,Mumbai,13h 05m,"Flight Details
eCash 250","5,177"
1319,Go First,"Sat, 5 Feb",Bangalore,20:55,"10:10
+ 1 day",1 Stop,Mumbai,13h 15m,"Flight Details
eCash 250","5,177"
1320,Go First,"Sat, 5 Feb",Bangalore,18:50,"08:40
+ 1 day",1 Stop,Mumbai,13h 50m,"Flight Details
eCash 250","5,177"
1321,Go First,"Sat, 5 Feb",Bangalore,17:50,"07:45
+ 1 day",1 Stop,Mumbai,13h 55m,"Flight Details
eCash 250","5,177"
1322,Go First,"Sat, 5 Feb",Bangalore,05:50,20:15,1 Stop,Mumbai,14h 25m,"Flight Details
eCash 250","5,177"
1323,Go First,"Sat, 5 Feb",Bangalore,07:20,21:55,1 Stop,Mumbai,14h 35m,"Flight Details
eCash 250","5,177"
1324,IndiGo,"Sat, 5 Feb",Bangalore,16:50,18:35,Non Stop,Mumbai,1h 45m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,178"
1325,IndiGo,"Sat, 5 Feb",Bangalore,07:00,08:50,Non Stop,Mumbai,1h 50m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,178"
1326,IndiGo,"Sat, 5 Feb",Bangalore,08:05,09:55,Non Stop,Mumbai,1h 50m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,178"
1327,IndiGo,"Sat, 5 Feb",Bangalore,18:00,19:50,Non Stop,Mumbai,1h 50m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,178"
1328,IndiGo,"Sat, 5 Feb",Bangalore,19:35,21:35,Non Stop,Mumbai,2h 00m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,178"
1329,IndiGo,"Sat, 5 Feb",Bangalore,19:20,23:25,1 Stop,Mumbai,4h 05m,"Flight Details
eCash 250","5,178"
1330,IndiGo,"Sat, 5 Feb",Bangalore,13:35,17:45,1 Stop,Mumbai,4h 10m,"Flight Details
eCash 250","5,178"
1331,IndiGo,"Sat, 5 Feb",Bangalore,07:20,11:35,1 Stop,Mumbai,4h 15m,"Flight Details
eCash 250","5,178"
1332,IndiGo,"Sat, 5 Feb",Bangalore,14:45,19:15,1 Stop,Mumbai,4h 30m,"Flight Details
eCash 250","5,178"
1333,IndiGo,"Sat, 5 Feb",Bangalore,14:50,19:45,1 Stop,Mumbai,4h 55m,"Flight Details
eCash 250","5,178"
1334,IndiGo,"Sat, 5 Feb",Bangalore,12:45,17:45,1 Stop,Mumbai,5h 00m,"Flight Details
eCash 250","5,178"
1335,IndiGo,"Sat, 5 Feb",Bangalore,09:15,15:05,1 Stop,Mumbai,5h 50m,"Flight Details
eCash 250","5,178"
1336,IndiGo,"Sat, 5 Feb",Bangalore,09:50,15:40,1 Stop,Mumbai,5h 50m,"Flight Details
eCash 250","5,178"
1337,IndiGo,"Sat, 5 Feb",Bangalore,14:50,20:45,1 Stop,Mumbai,5h 55m,"Flight Details
eCash 250","5,178"
1338,IndiGo,"Sat, 5 Feb",Bangalore,06:10,12:15,1 Stop,Mumbai,6h 05m,"Flight Details
eCash 250","5,178"
1339,IndiGo,"Sat, 5 Feb",Bangalore,13:35,19:40,1 Stop,Mumbai,6h 05m,"Flight Details
eCash 250","5,178"
1340,IndiGo,"Sat, 5 Feb",Bangalore,13:05,19:15,1 Stop,Mumbai,6h 10m,"Flight Details
eCash 250","5,178"
1341,IndiGo,"Sat, 5 Feb",Bangalore,05:50,12:05,1 Stop,Mumbai,6h 15m,"Flight Details
eCash 250","5,178"
1342,IndiGo,"Sat, 5 Feb",Bangalore,12:45,19:40,1 Stop,Mumbai,6h 55m,"Flight Details
eCash 250","5,178"
1343,IndiGo,"Sat, 5 Feb",Bangalore,16:20,23:25,1 Stop,Mumbai,7h 05m,"Flight Details
eCash 250","5,178"
1344,IndiGo,"Sat, 5 Feb",Bangalore,07:20,14:45,1 Stop,Mumbai,7h 25m,"Flight Details
eCash 250","5,178"
1345,IndiGo,"Sat, 5 Feb",Bangalore,14:45,23:25,1 Stop,Mumbai,8h 40m,"Flight Details
eCash 250","5,178"
1346,IndiGo,"Sat, 5 Feb",Bangalore,05:50,15:40,1 Stop,Mumbai,9h 50m,"Flight Details
eCash 250","5,178"
1347,IndiGo,"Sat, 5 Feb",Bangalore,13:05,23:25,1 Stop,Mumbai,10h 20m,"Flight Details
eCash 250","5,178"
1348,IndiGo,"Sat, 5 Feb",Bangalore,06:10,16:35,1 Stop,Mumbai,10h 25m,"Flight Details
eCash 250","5,178"
1349,IndiGo,"Sat, 5 Feb",Bangalore,07:20,17:50,1 Stop,Mumbai,10h 30m,"Flight Details
eCash 250","5,178"
1350,IndiGo,"Sat, 5 Feb",Bangalore,09:15,19:45,1 Stop,Mumbai,10h 30m,"Flight Details
eCash 250","5,178"
1351,Vistara,"Sat, 5 Feb",Bangalore,06:40,08:15,Non Stop,Mumbai,1h 35m,"Flight Details
No Meal Fare
Emissions: 226 Kg CO2
eCash 250","5,179"
1352,Air India,"Sat, 5 Feb",Bangalore,06:45,08:35,Non Stop,Mumbai,1h 50m,"Flight Details
Free Meal
Emissions: 226 Kg CO2
eCash 250","5,179"
1353,Vistara,"Sat, 5 Feb",Bangalore,19:55,21:50,Non Stop,Mumbai,1h 55m,"Flight Details
No Meal Fare
Emissions: 226 Kg CO2
eCash 250","5,179"
1354,Vistara,"Sat, 5 Feb",Bangalore,18:25,20:15,Non Stop,Mumbai,1h 50m,"Flight Details
No Meal Fare
Emissions: 226 Kg CO2
eCash 250","5,284"
1355,Vistara,"Sat, 5 Feb",Bangalore,09:30,11:25,Non Stop,Mumbai,1h 55m,"Flight Details
Free Meal
Emissions: 226 Kg CO2
eCash 250","5,757"
1356,IndiGo,"Sat, 5 Feb",Bangalore,12:40,14:30,Non Stop,Mumbai,1h 50m,"Flight Details
Emissions: 109 Kg CO2
eCash 250","5,913"
1357,Air India,"Sat, 5 Feb",Bangalore,19:00,"00:10
+ 1 day",1 Stop,Mumbai,5h 10m,"Flight Details
Free Meal
Emissions: 246 Kg CO2
eCash 250","7,384"
1358,IndiGo,"Sat, 5 Feb",Bangalore,09:20,16:35,1 Stop,Mumbai,7h 15m,"Flight Details
eCash 250","7,462"
1359,IndiGo,"Sat, 5 Feb",Bangalore,09:20,19:15,1 Stop,Mumbai,9h 55m,"Flight Details
eCash 250","7,462"
1360,Air India,"Sat, 5 Feb",Bangalore,09:00,23:05,2 Stop(s),Mumbai,14h 05m,"Flight Details
Free Meal
Emissions: 353 Kg CO2
eCash 250","7,804"
1361,Air India,"Sat, 5 Feb",Bangalore,19:00,"08:20
+ 1 day",1 Stop,Mumbai,13h 20m,"Flight Details
Free Meal
Emissions: 246 Kg CO2
eCash 250","8,014"
1362,Air India,"Sat, 5 Feb",Bangalore,15:15,23:55,2 Stop(s),Mumbai,8h 40m,"Flight Details
Free Meal
Emissions: 288 Kg CO2
eCash 250","8,224"
1363,Air India,"Sat, 5 Feb",Bangalore,06:30,23:55,1 Stop,Mumbai,17h 25m,"Flight Details
Free Meal
Emissions: 399 Kg CO2
eCash 250","8,224"
1364,Air India,"Sat, 5 Feb",Bangalore,13:20,20:00,1 Stop,Mumbai,6h 40m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1365,Air India,"Sat, 5 Feb",Bangalore,10:25,18:00,2 Stop(s),Mumbai,7h 35m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1366,Air India,"Sat, 5 Feb",Bangalore,13:20,21:15,1 Stop,Mumbai,7h 55m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1367,Air India,"Sat, 5 Feb",Bangalore,13:20,22:10,1 Stop,Mumbai,8h 50m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1368,Air India,"Sat, 5 Feb",Bangalore,10:25,20:00,1 Stop,Mumbai,9h 35m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1369,Air India,"Sat, 5 Feb",Bangalore,10:25,21:15,1 Stop,Mumbai,10h 50m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1370,Air India,"Sat, 5 Feb",Bangalore,10:25,22:10,1 Stop,Mumbai,11h 45m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1371,Air India,"Sat, 5 Feb",Bangalore,21:00,"09:05
+ 1 day",1 Stop,Mumbai,12h 05m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1372,Air India,"Sat, 5 Feb",Bangalore,21:00,"10:10
+ 1 day",1 Stop,Mumbai,13h 10m,"Flight Details
Free Meal
Emissions: 600 Kg CO2
eCash 250","9,277"
1373,Vistara,"Sat, 5 Feb",Bangalore,08:00,14:00,1 Stop,Mumbai,6h 00m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1374,Vistara,"Sat, 5 Feb",Bangalore,11:30,17:40,1 Stop,Mumbai,6h 10m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1375,Vistara,"Sat, 5 Feb",Bangalore,07:00,14:00,1 Stop,Mumbai,7h 00m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1376,Vistara,"Sat, 5 Feb",Bangalore,08:00,16:30,1 Stop,Mumbai,8h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1377,Vistara,"Sat, 5 Feb",Bangalore,11:30,20:05,1 Stop,Mumbai,8h 35m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1378,Vistara,"Sat, 5 Feb",Bangalore,07:00,16:30,1 Stop,Mumbai,9h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1379,Vistara,"Sat, 5 Feb",Bangalore,08:00,17:40,1 Stop,Mumbai,9h 40m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1380,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:15,1 Stop,Mumbai,9h 45m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1381,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:00,1 Stop,Mumbai,10h 30m,"Flight Details
No Meal Fare
Emissions: 600 Kg CO2
eCash 250","11,205"
1382,Air India,"Sat, 5 Feb",Bangalore,06:30,20:00,2 Stop(s),Mumbai,13h 30m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1383,Air India,"Sat, 5 Feb",Bangalore,06:30,21:15,2 Stop(s),Mumbai,14h 45m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1384,Air India,"Sat, 5 Feb",Bangalore,06:30,21:35,3 Stop(s),Mumbai,15h 05m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1385,Air India,"Sat, 5 Feb",Bangalore,06:30,22:10,2 Stop(s),Mumbai,15h 40m,"Flight Details
Free Meal
Emissions: 882 Kg CO2
eCash 250","11,545"
1386,Air India,"Sat, 5 Feb",Bangalore,19:00,"16:35
+ 1 day",1 Stop,Mumbai,21h 35m,"Flight Details
Free Meal
Emissions: 246 Kg CO2
eCash 250","11,689"
1387,Go First,"Sat, 5 Feb",Bangalore,15:45,"00:40
+ 1 day",2 Stop(s),Mumbai,8h 55m,"Flight Details
eCash 250","12,920"
1388,Air India,"Sat, 5 Feb",Bangalore,07:55,"20:00
+ 1 day",2 Stop(s),Mumbai,36h 05m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1389,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:15
+ 1 day",2 Stop(s),Mumbai,37h 20m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1390,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:35
+ 1 day",3 Stop(s),Mumbai,37h 40m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1391,Air India,"Sat, 5 Feb",Bangalore,07:55,"22:10
+ 1 day",2 Stop(s),Mumbai,38h 15m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","13,079"
1392,Go First,"Sat, 5 Feb",Bangalore,09:15,17:00,1 Stop,Mumbai,7h 45m,"Flight Details
eCash 250","13,630"
1393,Air India,"Sat, 5 Feb",Bangalore,10:25,"16:25
+ 1 day",3 Stop(s),Mumbai,30h 00m,"Flight Details
Free Meal
Emissions: 846 Kg CO2
eCash 250","13,752"
1394,Air India,"Sat, 5 Feb",Bangalore,06:10,"16:25
+ 1 day",3 Stop(s),Mumbai,34h 15m,"Flight Details
Free Meal
Emissions: 846 Kg CO2
eCash 250","13,752"
1395,Air India,"Sat, 5 Feb",Bangalore,13:20,"17:25
+ 1 day",2 Stop(s),Mumbai,28h 05m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1396,Air India,"Sat, 5 Feb",Bangalore,10:25,"17:25
+ 1 day",2 Stop(s),Mumbai,31h 00m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1397,Air India,"Sat, 5 Feb",Bangalore,06:10,"17:25
+ 1 day",2 Stop(s),Mumbai,35h 15m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","14,002"
1398,Air India,"Sat, 5 Feb",Bangalore,06:10,17:50,2 Stop(s),Mumbai,11h 40m,"Flight Details
Free Meal
Emissions: 608 Kg CO2
eCash 250","14,422"
1399,Air India,"Sat, 5 Feb",Bangalore,07:55,"09:05
+ 1 day",2 Stop(s),Mumbai,25h 10m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1400,Air India,"Sat, 5 Feb",Bangalore,07:55,"10:10
+ 1 day",2 Stop(s),Mumbai,26h 15m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1401,Air India,"Sat, 5 Feb",Bangalore,07:55,"11:15
+ 1 day",2 Stop(s),Mumbai,27h 20m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1402,Air India,"Sat, 5 Feb",Bangalore,07:55,"20:00
+ 1 day",2 Stop(s),Mumbai,36h 05m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1403,Air India,"Sat, 5 Feb",Bangalore,07:55,"21:35
+ 1 day",3 Stop(s),Mumbai,37h 40m,"Flight Details
Free Meal
Emissions: 821 Kg CO2
eCash 250","14,696"
1404,Vistara,"Sat, 5 Feb",Bangalore,08:00,18:20,2 Stop(s),Mumbai,10h 20m,"Flight Details
No Meal Fare
Emissions: 810 Kg CO2
eCash 250","14,871"
1405,Vistara,"Sat, 5 Feb",Bangalore,07:00,18:20,2 Stop(s),Mumbai,11h 20m,"Flight Details
No Meal Fare
Emissions: 810 Kg CO2
eCash 250","14,871"
1406,Vistara,"Sat, 5 Feb",Bangalore,11:30,20:05,2 Stop(s),Mumbai,8h 35m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1407,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:15,2 Stop(s),Mumbai,9h 45m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1408,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:00,2 Stop(s),Mumbai,10h 30m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1409,Vistara,"Sat, 5 Feb",Bangalore,11:30,22:50,2 Stop(s),Mumbai,11h 20m,"Flight Details
No Meal Fare
Emissions: 704 Kg CO2
eCash 250","16,286"
1410,Vistara,"Sat, 5 Feb",Bangalore,11:30,21:35,1 Stop,Mumbai,10h 05m,"Flight Details
No Meal Fare
Emissions: 696 Kg CO2
eCash 250","16,309"
1411,Air India,"Sat, 5 Feb",Bangalore,12:50,"17:50
+ 1 day",1 Stop,Mumbai,29h 00m,"Flight Details
Free Meal
Emissions: 661 Kg CO2
eCash 250","16,340"
1412,Air India,"Sat, 5 Feb",Bangalore,21:00,"17:25
+ 1 day",2 Stop(s),Mumbai,20h 25m,"Flight Details
Free Meal
Emissions: 1006 Kg CO2
eCash 250","16,428"
1413,Air India,"Sat, 5 Feb",Bangalore,06:30,17:25,2 Stop(s),Mumbai,10h 55m,"Flight Details
Free Meal
Emissions: 685 Kg CO2
eCash 250","17,359"
1414,Air India,"Sat, 5 Feb",Bangalore,12:50,"17:50
+ 1 day",3 Stop(s),Mumbai,29h 00m,"Flight Details
Free Meal
Emissions: 656 Kg CO2
eCash 250","21,244"
1415,Go First,"Wed, 2 Feb",Bangalore,05:45,07:20,Non Stop,Mumbai,1h 35m,"Flight Details
eCash 250","5,177"
